mpn,gender,contact_material,contact_plating,color,housing_color,housing_material,mounting_style,number_of_contacts,number_of_positions,number_of_rows,orientation,pin_pitch,material,size_diameter,size_length,size_height,size_width
TSW-150-08-G-S,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.127,0.00254,0.00254
172-E50-113R001,Male,Brass,Gold,White,White,Plastic,Through Hole,50,50,3,,0.00277,,,0.067005,0.010185,0.015392
90122-0790,Male,Brass,Gold,,Black,Plastic,PC Board,60,60,2,,0.00254,,,0.0762,0.00615,0.0025
0015921460,Female,Copper Alloy,Gold,,Black,Plastic,Solder,60,60,2,Vertical,0.00127,,,0.0495,0.0098,0.007
104652-5,,Copper Alloy,Tin Lead,Black,Black,Thermoplastic,Surface Mount,50,50,2,Vertical,0.00127,,,0.032156,0.00475,0.003048
532446-5,Male,Phosphor Bronze,Tin,Natural,Brown,Plastic,Through Hole,60,60,2,Vertical,0.00254,,,0.09525,0.011735,0.009652
DF12(3.0)-50DS-0.5V(86),Female,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0155,0.0022,0.0036
DF12(3.0)-50DP-0.5V(86),Male,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0155,0.0023,0.0038
FTS-125-01-L-D,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Solder,50,50,2,,0.00127,,,0.03175,0.00127,0.00342
DF12(5.0)-50DP-0.5V(86),Male,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0155,0.0043,0.0038
FX8C-60P-SV6(91),Male,Phosphor Bronze,Gold,,"Brown, Light",Plastic,Surface Mount,60,60,2,,0.0006,,,0.0246,0.01045,0.0051
1658653-1,Female,,,Black,Black,Nylon,,50,50,,,,,,0.053848,,0.04765
90131-0150,Male,Brass,Tin,,Black,Plastic,PC Board,60,60,2,,0.00254,,,0.0762,0.0025,0.00508
TMM-125-01-G-D,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.002,,,0.05,0.0015,0.00394
15-92-1060,Female,Copper Alloy,Gold,,Black,Plastic,Solder,60,60,2,Vertical,0.00127,,,0.0495,0.0098,0.007
172-E50-213R911,Female,Brass,Gold,White,White,Plastic,Through Hole,50,50,3,,0.00277,,,0.05281,,0.015291
SSW-125-02-G-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00851,0.00495
BCS-125-L-D-PE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.00737,0.00508
87368-5024,Female,Phosphor Bronze,Gold,,Black,Nylon,Surface Mount,50,50,2,Right Angle,0.002,,,0.0502,0.0049,0.005
1-111446-1,,Phosphor Bronze,Gold over Nickel,Black,Black,Plastic,,50,50,2,,0.00254,,,0.078029,0.019152,0.008382
1-499141-0,Male,,Tin Lead,Black,Black,Thermoplastic,Through Hole,50,50,2,Right Angle,0.00254,,,0.082804,0.008534,0.013945
CLP-128-02-L-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,56,56,2,,0.00127,,,0.03599,0.00226,0.00305
172-050-212R001,Female,Brass,Gold,,Beige,Plastic,Panel,50,50,3,,0.00277,,,0.05281,0.0101,0.015291
CLP-126-02-L-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,52,52,2,,0.00127,,,0.03345,0.00226,0.00305
JC26C2-FSME,,,,,Black,,Through Hole,50,,,,,,,0.0452,0.0058,0.0505
15-92-1450,Female,Copper Alloy,Gold,,Black,Plastic,Solder,50,50,2,Vertical,0.00127,,,0.04315,0.0098,0.007
532428-5,Female,Copper Alloy,Tin Lead,Natural,Brown,Plastic,Through Hole,60,60,2,Right Angle,0.00254,,,0.09525,0.005944,0.01839
DF17(4.0)-50DP-0.5V(57),Male,Phosphor Bronze,Gold,,White,Nylon,Surface Mount,50,50,2,,0.0005,,,0.0175,0.0063,0.0047
FTS-125-01-L-DV,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,50,50,2,,0.00127,,,0.03175,0.00127,0.00342
TSW-125-07-T-D,Male,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.00254,0.00508
BCS-125-L-D-HE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.00572,0.00813
6-487937-0,,,,Black,Black,Thermoplastic,,60,60,,,0.00127,,,0.039294,0.014859,0.009525
N3372-6002RB,Male,Copper Alloy,Gold,Beige,Black,Plastic,Solder,60,60,2,,0.00254,,,0.0956,0.017272,0.0083
TSW-150-23-T-S,Male,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.127,0.00254,0.00254
15-92-2450,Male,Copper Alloy,Tin,,Black,Plastic,Solder,50,50,2,Vertical,0.00127,,,0.04315,0.0092,0.007
IPT1-125-01-S-D-RA,Male,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06388,0.00495,0.00851
3425-7050,Female,Copper Alloy,Gold,Gray,Gray,Plastic,,50,50,2,,0.00254,,,0.0681,0.0137,0.0061
535070-5,Female,Phosphor Bronze,Tin Lead,Gray,Gray,Polyester,PC Board,48,48,3,Vertical,0.00254,,,0.05334,0.01151,0.01049
TSW-150-08-T-S-RA,Male,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.127,0.00302,0.00254
TSW-150-08-G-S-RA,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.127,0.00302,0.00254
172-050-142R001,Male,Brass,Gold,Beige,Beige,Plastic,Through Hole,50,50,3,,0.00277,,,0.067005,0.0101,0.015392
FX8-60S-SV(21),Female,Phosphor Bronze,Gold,,"Brown, Light",Plastic,Surface Mount,60,60,2,,0.0006,,,0.0246,0.00225,0.0056
TLE-130-01-G-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,60,60,2,,0.002,,,0.06,0.00432,0.004
54167-0508,Female,,Gold,,,,Surface Mount,50,50,2,Vertical,0.0005,,,0.0163,0.00227,0.0053
FLE-130-01-G-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,60,60,2,,0.00127,,,0.03821,0.00436,0.00333
1-487223-2,,,,Black,Black,Thermoplastic,,50,50,,,0.00254,,,0.06985,0.01524,0.00749
N7E50-F516PK-30,Male,Copper,Gold,Beige,Beige,,Surface Mount,50,50,,,,,,0.0156,0.005,0.048
15-92-2060,Male,Copper Alloy,Gold,,Black,Plastic,Solder,60,60,2,Vertical,0.00127,,,0.0495,0.0092,0.007
104652-6,Female,Copper Alloy,Tin Lead,Black,Black,Thermoplastic,Surface Mount,60,60,2,Vertical,0.00127,,,0.038506,0.00475,0.003048
61082-062422LF,,Beryllium Copper,Gold,,,Plastic,Surface Mount,60,60,2,,0.0008,,,0.0298,0.0077,0.0068
DF12(4.0)-50DP-0.5V(86),Male,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0155,0.0033,0.0038
SQT-130-01-L-D-RA,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Solder,60,60,2,,0.002,,,0.0603,0.004,0.00635
TSW-125-05-G-D,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.00254,0.00508
N3372-5002RB,Male,Copper Alloy,Gold,Beige,Black,Plastic,Solder,60,60,2,,0.00254,,,0.0956,0.017272,0.0173
SSQ-125-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00851,0.00495
305-056-520-202,Female,,Gold,,Green,Plastic,Through Hole,56,56,2,,0.00396,,,0.118821,0.01168,0.0127
61082-063400LF,Female,Beryllium Copper,Gold,,,Plastic,Surface Mount,60,60,2,,0.0008,,,0.0298,0.0117,0.0068
N3372-6302RB,Male,Copper,Gold over Nickel,Black,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.0956,0.0173,0.0083
117-43-656-41-005000,,Beryllium Copper,Gold,,,,Solder,56,,,,,,,0.050089,0.002794,0.0152
SSW-125-02-G-D-RA,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00495,0.00851
831-43-050-10-001000,Female,Beryllium Copper,Gold,,Black,Plastic,Through Hole,50,50,1,,0.002,,,0.1,0.00419,0.002
201358-3,,,,Blue,Blue,Diallyl Phthalate,Panel,50,50,4,,0.00381,,,0.06591,0.02324,0.01905
EHF-125-01-L-D,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Solder,50,50,2,,0.00127,,,0.07798,0.0113,0.00667
SHDR-50V-S-B,Female,Brass,Gold,,,,,50,50,2,,0.001,,,0.028,0.005,0.0049
3433-6002,Male,Copper Alloy,Gold,,Gray,Plastic,Through Hole,50,50,2,,0.00254,,,0.0829,0.017272,0.0083
FLE-128-01-G-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,56,56,2,,0.00127,,,0.03567,0.00436,0.00333
66953-030LF,Female,Brass,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.0762,0.00825,0.0061
1318577-1,,,,Black,Black,Polyester,Panel,50,50,2,,0.0024892,,,0.0653,0.02,0.0166
SSQ-150-01-S-S,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.12751,0.00851,0.00241
911886,,,,,,,,50,50,,,,,,0.1493,0.07,0.07
82060-6000RB,Female,Copper Alloy,Gold,Gray,Black,Plastic,,60,60,2,,0.00127,,,0.04458,0.01187,0.0076
1-746290-0,Female,Phosphor Bronze,Gold,Black,Black,Plastic,,50,50,2,,0.00254,,,0.067818,0.011786,0.006096
89160-0101,Female,Phosphor Bronze,Gold,Gray,Gray,Plastic,,60,60,2,,0.00254,,,0.08,0.0106,0.0061
IPT1-125-01-S-D,Male,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06388,0.00851,0.00495
SSQ-124-01-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06147,0.00851,0.00495
TMM-125-01-G-D-SM,Male,Phosphor Bronze,Gold,,Black,Plastic,Surface Mount,50,50,2,,0.002,,,0.05,0.0015,0.00394
TX24-50R-10ST-H1E,,Copper Alloy,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00127,,,0.0444,0.0103,0.008
BCS-127-L-D-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,54,54,2,,0.00254,,,0.06858,0.00572,0.00813
533060-4,Male,Phosphor Bronze,Tin,Natural,Natural,Thermoplastic,Through Hole,50,50,2,Vertical,0.00254,,,0.08255,0.01173,0.00965
JC26C2-DSLE,,,,,Black,,Surface Mount,50,,,,,,,0.0324,0.0058,0.0511
5747145-2,Female,Copper Alloy,Gold over Nickel,Black,Black,Thermoplastic,Through Hole,50,50,3,Vertical,0.002769,,,0.066929,0.012167,0.015748
SSW-130-02-G-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
BCS-123-L-D-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05842,0.00572,0.00813
SSM-123-L-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,46,46,2,,0.00254,,,0.05842,0.00737,0.00508
N3433-6303RB,Male,Copper Alloy,Gold,Beige,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0829,0.0173,0.0083
DF12D(5.0)-50DP-0.5V(81),Male,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0147,0.0043,0.0038
FLE-127-01-G-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Surface Mount,54,54,2,,0.00127,,,0.0344,0.00436,0.00333
SSW-123-01-T-D,Female,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
MMS-125-01-L-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.002,,,0.05,0.00445,0.004
SSW-124-21-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06147,0.00851,0.00495
SSQ-123-03-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
SSW-130-01-G-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
MMS-128-02-L-DH,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,56,56,2,,0.002,,,0.056,0.00427,0.0045
SSQ-150-03-G-S,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.12751,0.00851,0.00241
MMS-123-01-L-DV,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,46,46,2,,0.002,,,0.046,0.00445,0.004
BCS-128-L-D-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,56,56,2,,0.00254,,,0.07112,0.00572,0.00813
830-10-050-10-001000,Male,Brass,Gold,Black,Black,Plastic,Through Hole,50,50,1,,0.002,,,0.1,0.00399,0.002
FX2-52P-0.635SH(71),Male,Phosphor Bronze,Gold,,"Brown, Light",Plastic,Surface Mount,52,52,2,,0.00127,,,0.04307,0.0075,0.0112
151260-8422-RB,Male,Copper Alloy,Gold,,Black,Plastic,PC Board,60,60,2,,0.002,,,0.060503,0.0015,0.00394
SSQ-125-03-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00851,0.00495
171-050-213R031,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,3,,0.00277,,,0.05281,0.010185,0.015392
532430-5,Male,Phosphor Bronze,Tin,Natural,Brown,Plastic,Through Hole,60,60,2,Vertical,0.00254,,,0.09525,0.011735,0.009652
IPS1-125-01-S-D-VS,Female,Phosphor Bronze,Gold,,Black,Plastic,Surface Mount,50,50,2,,0.00254,,,0.06401,0.00635,0.00508
DF12E(4.0)-50DP-0.5V(81),Male,Phosphor Copper,Gold,,Beige,Plastic,Surface Mount,50,50,2,,0.0005,,,0.0147,0.0033,0.0038
81050-500203-RB,Male,Copper,Gold,,Black,Plastic,Solder,50,50,2,,0.00127,,,0.04597,0.00787,0.01029
850-10-050-10-001000,Male,Brass,Gold,Black,Black,Plastic,Through Hole,50,50,1,,0.00127,,,0.0635,0.00221,0.00221
1827540-1,,,,Black,Black,Polyester,,48,48,2,,0.0024892,,,0.05865,0.0228,0.0158
BCS-126-L-D-PE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,52,52,2,,0.00254,,,0.06604,0.00737,0.00508
DF9A-51S-1V(69),Female,Phosphor Copper,Gold,,Beige,Nylon,Surface Mount,51,51,2,,0.001,,,0.0293,0.0033,0.0042
SSQ-150-01-T-S,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.12751,0.00851,0.00241
TMM-124-01-G-D,Male,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.002,,,0.048,0.0015,0.00394
SSQ-127-02-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,54,54,2,,0.00254,,,0.06909,0.00851,0.00495
171-050-213R001,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Solder,50,50,3,,0.00277,,,0.05281,0.010185,0.015392
102766-4,,Phosphor Bronze,Tin Lead,Black,Brown,Thermoplastic,Through Hole,60,60,2,Vertical,0.00254,,,0.0762,0.008128,0.005029
2-102398-3,Female,Copper Alloy,Tin Lead,Black,Black,Thermoplastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.01524,0.006096
SSQ-123-02-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
CES-130-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.0762,0.00508,0.00559
70246-5001,Male,Phosphor Bronze,Tin,Black,Black,Plastic,Through Hole,50,50,2,Vertical,0.00254,,,0.07112,0.00927,0.00889
SSW-126-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,52,52,2,,0.00254,,,0.06655,0.00851,0.00495
IPS1-125-01-S-D-RA,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00508,0.00635
FX2BA-52PA-1.27DSA(71),Male,Brass,Gold,,Black,Plastic,Through Hole,52,52,2,,0.00127,,,0.05065,0.0085,0.007
CES-125-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.0635,0.00508,0.00559
SSW-125-02-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00851,0.00495
171-050-213R911,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Solder,50,50,3,,0.00277,,,0.05281,0.010185,0.015392
TSW-128-08-G-D-RA,Male,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,56,56,2,,0.00254,,,0.07112,0.00556,0.00254
61082-062409LF,,Beryllium Copper,Gold,,,Plastic,Surface Mount,60,60,2,,0.0008,,,0.0298,0.0077,0.0068
1-116975-5,Female,,,Black,Black,Polyester,,50,50,2,,0.00254,,,0.137668,,0.00508
SSQ-125-02-T-D-RA,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,50,50,2,,0.00254,,,0.06401,0.00495,0.00851
SSQ-130-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
104550-6,,Phosphor Bronze,Tin Lead,Black,Black,Thermoplastic,Surface Mount,50,50,2,Vertical,0.00254,,,0.032868,0.009398,0.005029
FX8C-60S-SV(91),Female,Phosphor Bronze,Gold,,"Brown, Light",Plastic,Surface Mount,60,60,2,,0.0006,,,0.0246,0.00395,0.0056
SSW-130-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
8452-21B1-RK-TP,Female,Copper Alloy,Tin,Black,,,Surface Mount,52,52,,,0.00127,,,0.02588,0.008,0.02588
SSQ-124-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06147,0.00851,0.00495
TMM-125-01-S-D,Male,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,2,,0.002,,,0.05,0.0015,0.00394
48-6554-11,,Beryllium Copper,Gold over Nickel,,,,PC Board,48,48,2,,0.00254,,,0.07468,0.01194,0.02286
850-10-050-20-001000,Male,Brass,Gold,,Black,Plastic,Through Hole,50,50,1,,0.00127,,,0.0635,0.00221,0.00221
103911-4,Female,Phosphor Bronze,Tin Lead,Black,Black,Thermoplastic,Through Hole,50,50,2,Right Angle,0.00254,,,0.032868,0.005512,0.011557
SSW-130-02-S-D-RA,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00495,0.00851
117-43-652-41-005000,,Beryllium Copper,Gold,,,,Solder,52,,,,,,,0.046533,0.002794,0.0152
SSW-126-01-G-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,52,52,2,,0.00254,,,0.06655,0.00851,0.00495
BCS-123-L-D-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05842,0.00737,0.00508
801-43-050-10-001000,Female,Beryllium Copper,Gold,,,,Solder,50,50,1,,0.00254,,,0.127,0.00701,0.00254
IPT1-125-01-S-D-VS,Male,Phosphor Bronze,Gold,,Black,Plastic,Surface Mount,50,50,2,,0.00254,,,0.06388,0.00851,0.00495
248-1282-29-0602J,Female,Beryllium Copper,Gold,,,,Panel,48,,,,0.00254,,,0.0758,0.0069,0.0318
SSQ-130-02-S-D-RA,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00495,0.00851
86093487313755E1LF,Male,Copper Alloy,Gold over Nickel,,,,PCB,48,48,3,,0.00254,,,0.054,0.0111,0.0102
1318578-2,,,,Black,Black,Polyester,Panel,50,50,2,,0.0024892,,,0.0685,0.03069,0.0159
BCS-146-L-S-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,46,46,1,,0.00254,,,0.11684,0.00737,0.00254
BCS-149-L-S-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,49,49,1,,0.00254,,,0.12446,0.00737,0.00254
BCS-129-L-D-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,58,58,2,,0.00254,,,0.07366,0.00572,0.00813
BCS-147-L-S-HE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,47,47,1,,0.00254,,,0.11938,0.00318,0.00813
203622-2,,,,Black,Black,Plastic,Panel,50,50,5,,0.00508,,,0.06591,0.05037,0.02819
8452-11B1-RK-TP,Female,Copper Alloy,Tin,,,,Solder,52,52,,,0.00127,,,0.02588,0.008,0.02588
FX2-52S-1.27SV(71),Female,Phosphor Bronze,Gold,,"Brown, Light",Plastic,Surface Mount,52,52,2,,0.00127,,,0.04307,0.0097,0.007
SSQ-130-03-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
CLT-124-01-L-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.002,,,0.048,0.00213,0.004
79109-1024,Female,Phosphor Bronze,Gold,,Black,Plastic,Surface Mount,50,50,2,Vertical,0.002,,,0.05019,0.00444,0.00419
TMM-130-01-S-D,Male,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,60,60,2,,0.002,,,0.06,0.0015,0.00394
BCS-145-L-S-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,45,45,1,,0.00254,,,0.1143,0.00318,0.00813
BCS-127-L-D-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,54,54,2,,0.00254,,,0.06858,0.00737,0.00508
SLW-129-01-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,58,58,2,,0.00254,,,0.07366,0.00457,0.00495
3433-6305,Male,Copper Alloy,Gold,,Gray,Plastic,Through Hole,50,50,2,,0.00254,,,0.0829,0.0173,0.0083
BCS-148-L-S-HE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,1,,0.00254,,,0.12192,0.00318,0.00813
BCS-148-L-S-TE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,1,,0.00254,,,0.12192,0.00737,0.00254
SSQ-130-01-G-D,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
BCS-149-L-S-HE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,49,49,1,,0.00254,,,0.12446,0.00318,0.00813
BCS-150-L-S-PE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,50,50,1,,0.00254,,,0.127,0.00737,0.00254
FH12-45S-0.5SV(55),Female,Phosphor Bronze,Gold,,Brown,Plastic,Surface Mount,45,45,,,0.0005,,,0.0244,0.0036,0.0038
0022552482,Female,,,,Black,Polyester,,48,48,2,,0.00254,,,0.06093,0.00505,0.01524
SQT-148-01-L-S,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,1,,0.002,,,0.0963,0.00635,0.002
MMS-125-02-L-DH,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,2,,0.002,,,0.05,0.00427,0.0045
BCS-129-L-D-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,58,58,2,,0.00254,,,0.07366,0.00737,0.00508
650868-4,Female,Phosphor Bronze,Gold,Gray,Gray,Polyester,Through Hole,48,48,3,Right Angle,0.00254,,,0.053238,0.01049,0.01758
171-050-213R011,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,50,50,3,,0.00277,,,0.05281,0.010185,0.015392
BCS-124-L-S-PE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,24,1,,0.00254,,,0.06096,0.00737,0.00254
BCS-145-L-S-TE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,45,45,1,,0.00254,,,0.1143,0.00737,0.00254
851-93-050-10-001000,Female,Beryllium Copper,Gold,,Black,Plastic,Through Hole,50,50,1,,0.00127,,,0.06388,0.00409,0.00221
3433-5302,Male,Copper Alloy,Gold,Gray,Gray,Plastic,Through Hole,50,50,2,,0.00254,,,0.0829,0.0083,0.0173
BCS-128-L-D-PE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,56,56,2,,0.00254,,,0.07112,0.00737,0.00508
BCS-129-L-D-PE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,58,58,2,,0.00254,,,0.07366,0.00737,0.00508
BCS-124-L-D-PE,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06096,0.00737,0.00508
0022552462,Female,,,,Black,Polyester,,46,46,2,,0.00254,,,0.05839,0.00505,0.01524
SSQ-127-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,54,54,2,,0.00254,,,0.06909,0.00851,0.00495
SSQ-124-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06147,0.00851,0.00495
SSQ-130-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,60,60,2,,0.00254,,,0.07671,0.00851,0.00495
SSQ-124-03-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,48,48,2,,0.00254,,,0.06147,0.00851,0.00495
SSQ-123-02-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
8550-4500PL,Female,Copper Alloy,Gold over Nickel,Gray,Gray,Plastic,Through Hole,50,50,2,Straight,0.00254,Polyester,,0.0681,0.0108,0.0061
SSQ-123-01-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
SSQ-123-02-S-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
SSQ-123-01-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05893,0.00851,0.00495
BCS-123-L-D-PE,Female,Phosphor Bronze,Gold,Black,Black,Plastic,Through Hole,46,46,2,,0.00254,,,0.05842,0.00737,0.00508
SSQ-128-03-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,56,56,2,,0.00254,,,0.07163,0.00851,0.00495
SSQ-127-03-T-D,Female,Phosphor Bronze,Tin,,Black,Plastic,Through Hole,54,54,2,,0.00254,,,0.06909,0.00851,0.00495
SSQ-128-02-G-D,Female,Phosphor Bronze,Gold,,Black,Plastic,Through Hole,56,56,2,,0.00254,,,0.07163,0.00851,0.00495
